stationId,time,PM25
Donggaocun,2/14/17 19:00,159
Donggaocun,2/14/17 20:00,152
Donggaocun,2/14/17 21:00,147
Donggaocun,2/14/17 22:00,135
Donggaocun,2/14/17 23:00,129
Dongsihuan,2/14/17 12:00,218
Dongsihuan,2/14/17 13:00,227
Dongsihuan,2/14/17 14:00,256
Dongsihuan,2/14/17 15:00,263
Dongsihuan,2/14/17 16:00,261
Dongsihuan,2/14/17 17:00,271
Dongsihuan,2/14/17 18:00,280
Dongsihuan,2/14/17 19:00,306
Dongsihuan,2/14/17 20:00,292
Dongsihuan,2/14/17 21:00,270
Dongsihuan,2/14/17 22:00,247
Dongsihuan,2/14/17 23:00,236
Fangshan,2/14/17 12:00,233
Fangshan,2/14/17 13:00,223
Fangshan,2/14/17 14:00,215
Fangshan,2/14/17 15:00,223
Fangshan,2/14/17 16:00,219
Fangshan,2/14/17 17:00,221
Fangshan,2/14/17 18:00,222
Fangshan,2/14/17 19:00,218
Fangshan,2/14/17 20:00,218
Fangshan,2/14/17 21:00,217
Fangshan,2/14/17 22:00,217
Fangshan,2/14/17 23:00,215
Guanyuan,2/14/17 12:00,207
Guanyuan,2/14/17 13:00,216
Guanyuan,2/14/17 14:00,217
Guanyuan,2/14/17 15:00,242
Guanyuan,2/14/17 16:00,233
Guanyuan,2/14/17 17:00,233
Guanyuan,2/14/17 18:00,227
Guanyuan,2/14/17 19:00,226
Guanyuan,2/14/17 20:00,225
Guanyuan,2/14/17 21:00,225
Guanyuan,2/14/17 22:00,231
Guanyuan,2/14/17 23:00,228
Gucheng,2/14/17 12:00,217
Gucheng,2/14/17 13:00,220
Gucheng,2/14/17 14:00,222
Gucheng,2/14/17 15:00,222
Gucheng,2/14/17 16:00,223
Gucheng,2/14/17 17:00,223
Gucheng,2/14/17 18:00,217
Gucheng,2/14/17 19:00,214
Gucheng,2/14/17 20:00,215
Gucheng,2/14/17 21:00,224
Gucheng,2/14/17 22:00,228
Gucheng,2/14/17 23:00,228
Huairou,2/14/17 12:00,253
Huairou,2/14/17 13:00,238
Huairou,2/14/17 14:00,228
Huairou,2/14/17 15:00,220
Huairou,2/14/17 16:00,221
Huairou,2/14/17 17:00,226
Huairou,2/14/17 18:00,224
Huairou,2/14/17 19:00,219
Huairou,2/14/17 20:00,216
Huairou,2/14/17 21:00,218
Huairou,2/14/17 22:00,222
Huairou,2/14/17 23:00,217
Liulihe,2/14/17 12:00,288
Liulihe,2/14/17 13:00,270
Liulihe,2/14/17 14:00,260
Liulihe,2/14/17 15:00,261
Liulihe,2/14/17 16:00,264
Liulihe,2/14/17 17:00,258
Liulihe,2/14/17 18:00,265
Liulihe,2/14/17 19:00,263
Liulihe,2/14/17 20:00,250
Liulihe,2/14/17 21:00,255
Liulihe,2/14/17 22:00,257
Liulihe,2/14/17 23:00,239
Mentougou,2/14/17 12:00,263
Mentougou,2/14/17 13:00,251
Mentougou,2/14/17 14:00,254
Mentougou,2/14/17 15:00,256
Mentougou,2/14/17 16:00,254
Mentougou,2/14/17 17:00,243
Mentougou,2/14/17 18:00,243
Mentougou,2/14/17 19:00,236
Mentougou,2/14/17 20:00,233
Mentougou,2/14/17 21:00,233
Mentougou,2/14/17 22:00,234
Mentougou,2/14/17 23:00,231
Miyun,2/14/17 12:00,266
Miyun,2/14/17 13:00,317
Miyun,2/14/17 14:00,291
Miyun,2/14/17 15:00,267
Miyun,2/14/17 16:00,262
Miyun,2/14/17 17:00,261
Miyun,2/14/17 18:00,259
Miyun,2/14/17 19:00,243
Miyun,2/14/17 20:00,229
Miyun,2/14/17 21:00,227
Miyun,2/14/17 22:00,220
Miyun,2/14/17 23:00,218
Miyunshuiku,2/14/17 12:00,235
Miyunshuiku,2/14/17 13:00,236
Miyunshuiku,2/14/17 14:00,229
Miyunshuiku,2/14/17 15:00,232
Miyunshuiku,2/14/17 16:00,227
Miyunshuiku,2/14/17 17:00,224
Miyunshuiku,2/14/17 18:00,220
Miyunshuiku,2/14/17 19:00,224
Miyunshuiku,2/14/17 20:00,219
Miyunshuiku,2/14/17 21:00,216
Miyunshuiku,2/14/17 22:00,197
Miyunshuiku,2/14/17 23:00,197
Pingchang,2/14/17 12:00,241
Pingchang,2/14/17 13:00,223
Pingchang,2/14/17 14:00,220
Pingchang,2/14/17 15:00,226
Pingchang,2/14/17 16:00,242
Pingchang,2/14/17 17:00,217
Pingchang,2/14/17 18:00,230
Pingchang,2/14/17 19:00,217
Pingchang,2/14/17 20:00,209
Pingchang,2/14/17 21:00,211
Pingchang,2/14/17 22:00,223
Pingchang,2/14/17 23:00,242
Shunyi,2/14/17 12:00,263
Shunyi,2/14/17 13:00,288
Shunyi,2/14/17 14:00,263
Shunyi,2/14/17 15:00,275
Shunyi,2/14/17 16:00,261
Shunyi,2/14/17 17:00,301
Shunyi,2/14/17 18:00,311
Shunyi,2/14/17 19:00,268
Shunyi,2/14/17 20:00,241
Shunyi,2/14/17 21:00,218
Shunyi,2/14/17 22:00,219
Shunyi,2/14/17 23:00,210
Tongzhou,2/14/17 12:00,233
Tongzhou,2/14/17 13:00,239
Tongzhou,2/14/17 14:00,264
Tongzhou,2/14/17 15:00,286
Tongzhou,2/14/17 16:00,314
Tongzhou,2/14/17 17:00,322
Tongzhou,2/14/17 18:00,301
Tongzhou,2/14/17 19:00,289
Tongzhou,2/14/17 20:00,296
Tongzhou,2/14/17 21:00,293
Tongzhou,2/14/17 22:00,286
Tongzhou,2/14/17 23:00,267
Wanliu,2/14/17 12:00,204
Wanliu,2/14/17 13:00,211
Wanliu,2/14/17 14:00,220
Wanliu,2/14/17 15:00,221
Wanliu,2/14/17 16:00,222
Wanliu,2/14/17 17:00,222
Wanliu,2/14/17 18:00,217
Wanliu,2/14/17 19:00,222
Wanliu,2/14/17 20:00,215
Wanliu,2/14/17 21:00,220
Wanliu,2/14/17 22:00,221
Wanliu,2/14/17 23:00,227
Yanqin,2/14/17 12:00,188
Yanqin,2/14/17 13:00,194
Yanqin,2/14/17 14:00,207
Yanqin,2/14/17 15:00,217
Yanqin,2/14/17 16:00,257
Yanqin,2/14/17 17:00,260
Yanqin,2/14/17 18:00,266
Yanqin,2/14/17 19:00,254
Yanqin,2/14/17 20:00,223
Yanqin,2/14/17 21:00,218
Yanqin,2/14/17 22:00,216
Yanqin,2/14/17 23:00,216
Yizhuang,2/14/17 12:00,245
Yizhuang,2/14/17 13:00,252
Yizhuang,2/14/17 14:00,261
Yizhuang,2/14/17 15:00,265
Yizhuang,2/14/17 16:00,278
Yizhuang,2/14/17 17:00,296
Yizhuang,2/14/17 18:00,294
Yizhuang,2/14/17 19:00,290
Yizhuang,2/14/17 20:00,294
Yizhuang,2/14/17 21:00,278
Yizhuang,2/14/17 22:00,270
Yizhuang,2/14/17 23:00,276
Yongdingmennei,2/14/17 12:00,210
Yongdingmennei,2/14/17 13:00,222
Yongdingmennei,2/14/17 14:00,222
Yongdingmennei,2/14/17 15:00,229
Yongdingmennei,2/14/17 16:00,256
Yongdingmennei,2/14/17 17:00,260
Yongdingmennei,2/14/17 18:00,251
Yongdingmennei,2/14/17 19:00,241
Yongdingmennei,2/14/17 20:00,235
Yongdingmennei,2/14/17 21:00,232
Yongdingmennei,2/14/17 22:00,243
Yongdingmennei,2/14/17 23:00,237
Yongledian,2/14/17 12:00,276
Yongledian,2/14/17 13:00,316
Yongledian,2/14/17 14:00,383
Yongledian,2/14/17 15:00,441
Yongledian,2/14/17 16:00,366
Yongledian,2/14/17 17:00,362
Yongledian,2/14/17 18:00,359
Yongledian,2/14/17 19:00,338
Yongledian,2/14/17 20:00,340
Yongledian,2/14/17 21:00,320
Yongledian,2/14/17 22:00,311
Yongledian,2/14/17 23:00,306
Yufa,2/14/17 12:00,210
Yufa,2/14/17 13:00,233
Yufa,2/14/17 14:00,233
Yufa,2/14/17 15:00,230
Yufa,2/14/17 16:00,222
Yufa,2/14/17 17:00,221
Yufa,2/14/17 18:00,226
Yufa,2/14/17 19:00,229
Yufa,2/14/17 20:00,223
Yufa,2/14/17 21:00,231
Yufa,2/14/17 22:00,239
Yufa,2/14/17 23:00,274
Yungang,2/14/17 12:00,232
Yungang,2/14/17 13:00,234
Yungang,2/14/17 14:00,232
Yungang,2/14/17 15:00,227
Yungang,2/14/17 16:00,231
Yungang,2/14/17 17:00,235
Yungang,2/14/17 18:00,230
Yungang,2/14/17 19:00,226
Yungang,2/14/17 20:00,226
Yungang,2/14/17 21:00,224
Yungang,2/14/17 22:00,217
Yungang,2/14/17 23:00,220
Zhiwuyuan,2/14/17 12:00,207
Zhiwuyuan,2/14/17 13:00,209
Zhiwuyuan,2/14/17 14:00,208
Zhiwuyuan,2/14/17 15:00,207
Zhiwuyuan,2/14/17 16:00,214
Zhiwuyuan,2/14/17 17:00,212
Zhiwuyuan,2/14/17 18:00,220
Zhiwuyuan,2/14/17 19:00,210
Zhiwuyuan,2/14/17 20:00,217
Zhiwuyuan,2/14/17 21:00,214
Zhiwuyuan,2/14/17 22:00,216
Zhiwuyuan,2/14/17 23:00,218
