stationId,time,PM25
aotizhongxin_aq,1/4/17 21:00,256
aotizhongxin_aq,1/4/17 22:00,336
aotizhongxin_aq,1/4/17 23:00,284
aotizhongxin_aq,1/5/17 0:00,275
aotizhongxin_aq,1/5/17 1:00,271
aotizhongxin_aq,1/5/17 2:00,276
aotizhongxin_aq,1/5/17 3:00,267
aotizhongxin_aq,1/5/17 4:00,249
aotizhongxin_aq,1/5/17 5:00,239
aotizhongxin_aq,1/5/17 6:00,223
aotizhongxin_aq,1/5/17 7:00,206
aotizhongxin_aq,1/5/17 8:00,162
aotizhongxin_aq,1/5/17 9:00,184
aotizhongxin_aq,1/5/17 10:00,183
aotizhongxin_aq,1/5/17 11:00,191
aotizhongxin_aq,1/5/17 12:00,219
aotizhongxin_aq,1/5/17 13:00,199
aotizhongxin_aq,1/5/17 14:00,180
aotizhongxin_aq,1/5/17 15:00,184
aotizhongxin_aq,1/5/17 16:00,184
aotizhongxin_aq,1/5/17 17:00,184
aotizhongxin_aq,1/5/17 18:00,176
aotizhongxin_aq,1/5/17 19:00,159
aotizhongxin_aq,1/5/17 20:00,158
aotizhongxin_aq,1/5/17 21:00,171
aotizhongxin_aq,1/5/17 22:00,169
aotizhongxin_aq,1/5/17 23:00,177
aotizhongxin_aq,1/6/17 0:00,170
aotizhongxin_aq,1/6/17 1:00,175
aotizhongxin_aq,1/6/17 2:00,211
aotizhongxin_aq,1/6/17 3:00,216
aotizhongxin_aq,1/6/17 4:00,193
aotizhongxin_aq,1/6/17 5:00,188
aotizhongxin_aq,1/6/17 6:00,200
aotizhongxin_aq,1/6/17 7:00,214
aotizhongxin_aq,1/6/17 8:00,215
aotizhongxin_aq,1/6/17 9:00,221
aotizhongxin_aq,1/6/17 10:00,211
aotizhongxin_aq,1/6/17 11:00,217
aotizhongxin_aq,1/6/17 12:00,220
aotizhongxin_aq,1/6/17 13:00,235
aotizhongxin_aq,1/6/17 14:00,239
aotizhongxin_aq,1/6/17 15:00,235
aotizhongxin_aq,1/6/17 16:00,241
aotizhongxin_aq,1/6/17 17:00,239
aotizhongxin_aq,1/6/17 18:00,224
aotizhongxin_aq,1/6/17 19:00,208
aotizhongxin_aq,1/6/17 20:00,206
aotizhongxin_aq,1/6/17 21:00,200
aotizhongxin_aq,1/6/17 22:00,181
aotizhongxin_aq,1/6/17 23:00,173
aotizhongxin_aq,1/7/17 0:00,166
aotizhongxin_aq,1/7/17 1:00,154
aotizhongxin_aq,1/7/17 2:00,142
aotizhongxin_aq,1/7/17 3:00,167
aotizhongxin_aq,1/7/17 4:00,196
aotizhongxin_aq,1/7/17 5:00,184
aotizhongxin_aq,1/7/17 6:00,156
aotizhongxin_aq,1/7/17 7:00,115
aotizhongxin_aq,1/7/17 8:00,99
aotizhongxin_aq,1/7/17 9:00,95
aotizhongxin_aq,1/7/17 10:00,102
aotizhongxin_aq,1/7/17 11:00,96
aotizhongxin_aq,1/7/17 12:00,100
aotizhongxin_aq,1/7/17 13:00,111
aotizhongxin_aq,1/7/17 14:00,93
aotizhongxin_aq,1/7/17 15:00,78
aotizhongxin_aq,1/7/17 16:00,66
aotizhongxin_aq,1/7/17 17:00,66
aotizhongxin_aq,1/7/17 18:00,22
aotizhongxin_aq,1/7/17 19:00,23
aotizhongxin_aq,1/7/17 20:00,19
aotizhongxin_aq,1/7/17 21:00,24
aotizhongxin_aq,1/7/17 22:00,16
aotizhongxin_aq,1/7/17 23:00,15
aotizhongxin_aq,1/8/17 0:00,18
aotizhongxin_aq,1/8/17 1:00,20
aotizhongxin_aq,1/8/17 2:00,15
aotizhongxin_aq,1/8/17 3:00,22
aotizhongxin_aq,1/8/17 4:00,18
aotizhongxin_aq,1/8/17 5:00,28
aotizhongxin_aq,1/8/17 6:00,22
aotizhongxin_aq,1/8/17 7:00,17
aotizhongxin_aq,1/8/17 8:00,14
aotizhongxin_aq,1/8/17 9:00,13
aotizhongxin_aq,1/8/17 10:00,14
aotizhongxin_aq,1/8/17 11:00,15
aotizhongxin_aq,1/8/17 12:00,21
aotizhongxin_aq,1/8/17 13:00,15
aotizhongxin_aq,1/8/17 14:00,13
aotizhongxin_aq,1/8/17 15:00,10
aotizhongxin_aq,1/8/17 16:00,10
aotizhongxin_aq,1/8/17 17:00,8
aotizhongxin_aq,1/8/17 18:00,9
aotizhongxin_aq,1/8/17 19:00,11
aotizhongxin_aq,1/8/17 20:00,6
aotizhongxin_aq,1/8/17 21:00,6
aotizhongxin_aq,1/8/17 22:00,10
aotizhongxin_aq,1/8/17 23:00,11
